"","Koder_samlet","SKS1","SKS1_til","SKS10","SKS10_til","SKS11","SKS11_til","SKS12","SKS12_til","SKS13","SKS13_til","SKS2","SKS2_til","SKS3","SKS3_til","SKS4","SKS4_til","SKS5","SKS5_til","SKS6","SKS6_til","SKS7","SKS7_til","SKS8","SKS8_til","SKS9","SKS9_til","Tid_i_min"
"707","UXRG30_TUL1/UXRG30_TUL2/UXRG40_TUL1","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"708","UXRG30_TUL1/UXRG40_TUL1/UXRG40_TUL2","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"709","UXRG30_TUL1/UXRG40_TUL1/UXRG45_TUL1","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig","Røntgenundersøgelse af calcaneus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"715","UXRG40_TUL2/UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"716","UXRG45_TUL2/UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af calcaneus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"26","UXRG10_NA/UXRG15_TUL1/UXRG15_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"101","UXRG10_NA/UXRG15_TUL1/UXRG25_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"102","UXRG10_NA/UXRG15_TUL2/UXRG25_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"104","UXRG10_NA/UXRG15_TUL2/UXRG20_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"114","UXRG10_NA/UXRG15_TUL1/UXRG20_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"136","UXRE30_NA/UXRG15_TUL1/UXRG15_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"138","UXRG10_NA/UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"143","UXRE30_NA/UXRE60_TUL1/UXRE60_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af sakroiliakaled","højresidig","Røntgenundersøgelse af sakroiliakaled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"151","UXRE70_NA/UXRG25_TUL1/UXRG25_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"160","UXRE20_NA/UXRE30_NA/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"202","UXRE70_NA/UXRG15_TUL1/UXRG15_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"205","UXRF15_TUL2/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"230","UXRC00_NA/UXRG40_TUL1/UXRG50_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"245","UXRE30_NA/UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"246","UXRE30_NA/UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"249","UXRE60_TUL1/UXRE60_TUL2/UXRG10_NA","Røntgenundersøgelse af sakroiliakaled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af sakroiliakaled","venstresidig","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"269","UXRF25_TUL2/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"279","UXRF50_TUL1/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"290","UXRG10_NA/UXRG15_TUL2/UXRG30_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"341","UXRC00_NA/UXRE20_NA/UXRE30_NA/UXRG15_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna thoracalis",NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"351","UXRC00_NA/UXRF40_TUL1/UXRF40_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"352","UXRC00_NA/UXRF40_TUL2/UXRF45_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"353","UXRC00_NA/UXRF40_TUL2/UXRF50_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"356","UXRC00_NA/UXRF50_TUL1/UXRF50_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"360","UXRC00_NA/UXRG15_TUL1/UXRG15_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"363","UXRC00_NA/UXRG25_TUL2/UXRG27_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"378","UXRC20_TUL2/UXRE20_NA/UXRE30_NA/UXRG10_NA","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna thoracalis",NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"383","UXRC20_TUL2/UXRF15_TUL2/UXRG10_NA","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"395","UXRE10_NA/UXRE20_NA/UXRE30_NA/UXRG15_TUL2","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna thoracalis",NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"402","UXRE10_NA/UXRF15_TUL2/UXRF40_TUL2","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"412","UXRE20_NA/UXRE30_NA/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"429","UXRE30_NA/UXRE50_NA/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os sacrum",NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"435","UXRE30_NA/UXRF25_TUL2/UXRG25_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"439","UXRE30_NA/UXRF50_TUL1/UXRF50_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"443","UXRE30_NA/UXRG10_TUL2/UXRG15_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken","venstresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"445","UXRE30_NA/UXRG15_TUL1/UXRG20_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"446","UXRE30_NA/UXRG15_TUL1/UXRG25_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"453","UXRE50_NA/UXRG60_TUL1/UXRG60_TUL2","Røntgenundersøgelse af os sacrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse på lang film af underekstremiteten","højresidig","Røntgenundersøgelse på lang film af underekstremiteten","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"455","UXRE70_NA/UXRF50_TUL1/UXRF50_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"463","UXRE70_NA/UXRG50_TUL1/UXRG50_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"470","UXRF10_TUL2/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af scapula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"485","UXRF15_TUL1/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"487","UXRF15_TUL1/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"536","UXRF25_TUL1/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"537","UXRF25_TUL1/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"580","UXRF40_TUL2/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"581","UXRF40_TUL2/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"612","UXRG10_NA/UXRG10_TUL2/UXRG15_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken","venstresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"623","UXRG10_NA/UXRG15_TUL1/UXRG20_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"626","UXRG10_NA/UXRG15_TUL1/UXRG25_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"628","UXRG10_NA/UXRG15_TUL1/UXRG30_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"629","UXRG10_NA/UXRG15_TUL1/UXRG30_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"630","UXRG10_NA/UXRG15_TUL1/UXRG50_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"632","UXRG10_NA/UXRG15_TUL1/UXRG50_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"638","UXRG10_NA/UXRG15_TUL2/UXRG40_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"639","UXRG10_NA/UXRG15_TUL2/UXRG40_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"641","UXRG10_NA/UXRG20_TUL1/UXRG20_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","højresidig","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"642","UXRG10_NA/UXRG25_TUL1/UXRG27_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"643","UXRG10_NA/UXRG25_TUL2/UXRG27_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"648","UXRG10_NA/UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"650","UXRG10_NA/UXRG60_TUL1/UXRG60_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse på lang film af underekstremiteten","højresidig","Røntgenundersøgelse på lang film af underekstremiteten","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"27","UXRG25_TUL2/UXRG27_TUL2","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"28","UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"29","UXRG25_TUL1/UXRG27_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"30","UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"34","UXRG40_TUL2/UXRG50_TUL2","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"38","UXRG10_TUL1/UXRG15_TUL1","Røntgenundersøgelse af bækken","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"40","UXRF40_TUL2/UXRF45_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"41","UXRG10_TUL2/UXRG15_TUL2","Røntgenundersøgelse af bækken","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"42","UXRF40_TUL1/UXRF45_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"44","UXRG40_TUL1/UXRG50_TUL1","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"48","UXRF40_TUL1/UXRG50_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"52","UXRF50_TUL1/UXRF50_TUL2","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"55","UXRG15_TUL1/UXRG15_TUL2","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"59","UXRG60_TUL1/UXRG60_TUL2","Røntgenundersøgelse på lang film af underekstremiteten","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse på lang film af underekstremiteten","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"61","UXRG40_TUL1/UXRG40_TUL2","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"62","UXRF40_TUL1/UXRF40_TUL2","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"64","UXRF25_TUL1/UXRF25_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"65","UXRF15_TUL1/UXRF15_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"66","UXRG25_TUL1/UXRG27_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"67","UXRF12_TUL1/UXRF12_TUL2","Røntgenundersøgelse af akromioclavicularled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af akromioclavicularled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
